Nacionalna šifra zdravila;Ime zdravila;ATC;Naziv ATC;Lista;Omejitev predpisovanja in izdajanja v breme javnih sredstev;Datum prièetka veljavnosti
292877;NutriniDrink Multi Fibre, okus banana plastenka 200 ml 1x;V06C;Hranila za otroke;VC*;Za ambulantno zdravljene otroke, kadar pediater ustrezne specialnosti Pediatriène klinike UKC Ljubljana ali Kliniènega oddelka za pediatrijo UKC Maribor, na osnovi v medicinski dokumentaciji dokumentirane strokovne prehranske obravnave ugotovi, da otrok potrebuje dodaten enteralen vnos hranil zaradi beljakovinsko energijske podhranjenosti ali kaheksije, ker vnosa energije in posameznih hranil ni mogoèe zagotoviti z normalno prehrano. Po treh mesecih od uvedbe enteralne prehrane je potrebno opraviti ponovno prehransko obravnavo pri pediatru ustrezne specialnosti, ki v novem izvidu, èe je prehranska podpora še potrebna, opredeli obdobje do naslednje prehranske obravnave. Osebni otroški zdravnik lahko predpisuje enteralno prehrano na recept na podlagi izvida pediatra ustrezne specialnosti Pediatriène klinike UKC Ljubljana ali Kliniènega oddelka za pediatrijo UKC Maribor za obdobje, navedeno v izvidu.;23.2.2015
294799;XPhe Infant mix LCP ploèevnka 500 g 1x;V06CA;Hranila brez fenilalanina;P100*;Dietna prehrana za bolnike s fenilketonurijo, le na osnovi mnenja kolegija pediatriène klinike UKC Ljubljana ali konzilija kliniènega oddelka za pediatrijo UKC Maribor.;2.3.2011
294802;XPhe smart K 160 g nevtralen okus vreèka 8 g 20x;V06CA;Hranila brez fenilalanina;P100*;Dietna prehrana za bolnike s fenilketonurijo, le na osnovi mnenja kolegija pediatriène klinike UKC Ljubljana ali konzilija kliniènega oddelka za pediatrijo UKC Maribor.;2.3.2011
294810;XPhe smart K 160 g okus po limoni vreèka 8 g 20x;V06CA;Hranila brez fenilalanina;P100*;Dietna prehrana za bolnike s fenilketonurijo, le na osnovi mnenja kolegija pediatriène klinike UKC Ljubljana ali konzilija kliniènega oddelka za pediatrijo UKC Maribor.;2.3.2011
294845;XPhe smart A 580 g nevtralen okus vreèka 29 g 20x;V06CA;Hranila brez fenilalanina;P100*;Dietna prehrana za bolnike s fenilketonurijo, le na osnovi mnenja kolegija pediatriène klinike UKC Ljubljana ali konzilija kliniènega oddelka za pediatrijo UKC Maribor.;2.3.2011
294853;XPhe smart A 580 g okus po limoni vreèka 29 g 20x;V06CA;Hranila brez fenilalanina;P100*;Dietna prehrana za bolnike s fenilketonurijo, le na osnovi mnenja kolegija pediatriène klinike UKC Ljubljana ali konzilija kliniènega oddelka za pediatrijo UKC Maribor.;2.3.2011
294861;XPhe for 2 660 g vreèka 33 g 20x;V06CA;Hranila brez fenilalanina;P100*;Dietna prehrana za bolnike s fenilketonurijo, le na osnovi mnenja kolegija pediatriène klinike UKC Ljubljana ali konzilija kliniènega oddelka za pediatrijo UKC Maribor.;2.3.2011
294934;PKU 3 tempora vreèka 45 g 10x;V06CA;Hranila brez fenilalanina;P100*;Dietna prehrana za bolnike s fenilketonurijo, le na osnovi mnenja kolegija pediatriène klinike UKC Ljubljana ali konzilija kliniènega oddelka za pediatrijo UKC Maribor.;2.3.2011
295388;Prosure èokolada 240 ml tetrapak;V06DB;Mašèobe, ogljikovi hidrati, proteini, minerali in vitamini, kombinacije;VC*;1. Le za ambulantno zdravljene bolnike z rakasto kaheksijo:- na podlagi Priporoèil za prehransko obravnavo bolnikov, objavljenih na spletnem naslovu: (http://www.mz.gov.si/fileadmin/mz.gov.si/pageuploads/javno_zdravje_09/Priporocila_za_prehransko_obravnavo_bolnikov.pdf), kadar zdravnik specialist ustrezne kliniène stroke v navedenih indikacijah, na osnovi v medicinski dokumentaciji dokumentirane strokovne prehranske obravnave ugotovi, da bolnik potrebuje dodaten enteralen vnos hranil zaradi beljakovinsko energijske podhranjenosti ali kaheksije, ker vnosa energije in posameznih hranil ni mogoèe zagotoviti z normalno prehrano. 2. Za ambulantno zdravljene otroke z rakasto kaheksijo, na osnovi izvida pediatra ustrezne specialnosti Pediatriène klinike UKC Ljubljana ali Kliniènega oddelka za pediatrijo UKC Maribor, kadar pediater ustrezne specialnosti na osnovi v medicinski dokumentaciji dokumentirane strokovne prehranske obravnave ugotovi, da bolnik potrebuje dodaten enteralni vnos hranil zaradi beljakovinsko energijske podhranjenosti ali kaheksije, ker vnosa energije in posameznih hranil ni mogoèe zagotoviti z normalno prehrano. Po treh mesecih od uvedbe enteralne prehrane je potrebno opraviti ponovno prehransko obravnavo pri specialistu ustrezne kliniène stroke oz. pediatru ustrezne specialnosti, ki v novem izvidu, èe je prehranska podpora še potrebna, opredeli obdobje do naslednje prehranske obravnave. Osebni zdravnik lahko predpisuje enteralno prehrano na recept na podlagi izvida specialista ustrezne kliniène stroke ali pediatra ustrezne specialnosti, za obdobje, navedeno v izvidu.;23.2.2015
295477;Ensure TwoCal vanilija 200 ml tetrapak;V06DB;Mašèobe, ogljikovi hidrati, proteini, minerali in vitamini, kombinacije;VC*;1. Za ambulantno zdravljene bolnike: - na podlagi Priporoèil za prehransko obravnavo bolnikov, objavljenih na spletnem naslovu: (http://www.mz.gov.si/fileadmin/mz.gov.si/pageuploads/javno_zdravje_09/Priporocila_za_prehransko_obravnavo_bolnikov.pdf), - za podhranjene osebe z motnjami hranjenja, ki imajo indeks telesne mase pod 17 kg/m2 na podlagi predpisa pooblašèenega psihiatra, - odrasle bolnike s cistièno fibrozo, èe je ITM manjši od 18,5 kg/m2 ali pa je prišlo v 2 mesecih do padca ITM za 5%, kadar zdravnik specialist ustrezne kliniène stroke v navedenih indikacijah, na osnovi v medicinski dokumentaciji dokumentirane strokovne prehranske obravnave ugotovi, da bolnik potrebuje dodaten enteralen vnos hranil zaradi beljakovinsko energijske podhranjenosti ali kaheksije, ker vnosa energije in posameznih hranil ni mogoèe zagotoviti z normalno prehrano. 2. Za ambulantno zdravljene otroke na osnovi izvida pediatra ustrezne specialnosti Pediatriène klinike UKC Ljubljana ali Kliniènega oddelka za pediatrijo UKC Maribor, kadar pediater ustrezne specialnosti na osnovi v medicinski dokumentaciji dokumentirane strokovne prehranske obravnave ugotovi, da bolnik potrebuje dodaten enteralni vnos hranil zaradi beljakovinsko energijske podhranjenosti ali kaheksije, ker vnosa energije in posameznih hranil ni mogoèe zagotoviti z normalno prehrano. Po treh mesecih od uvedbe enteralne prehrane je potrebno opraviti ponovno prehransko obravnavo pri specialistu ustrezne kliniène stroke oz. pediatru ustrezne specialnosti, ali pooblašèenem psihiatru, ki v novem izvidu, èe je prehranska podpora še potrebna, opredeli obdobje do naslednje prehranske obravnave. Osebni zdravnik lahko predpisuje enteralno prehrano na recept na podlagi izvida specialista ustrezne kliniène stroke, pediatra ustrezne specialnosti, ali pooblašèenega psihiatra za obdobje, navedeno v izvidu.;23.2.2015
295515;XPhe smart J neutral vreèka 14,5 g 20x;V06CA;Hranila brez fenilalanina;P100*;Dietna prehrana za bolnike s fenilketonurijo, le na osnovi mnenja kolegija pediatriène klinike UKC Ljubljana ali konzilija kliniènega oddelka za pediatrijo UKC Maribor.;22.9.2011
295523;XPhe smart J lemon vreèka 14,5 g 20x;V06CA;Hranila brez fenilalanina;P100*;Dietna prehrana za bolnike s fenilketonurijo, le na osnovi mnenja kolegija pediatriène klinike UKC Ljubljana ali konzilija kliniènega oddelka za pediatrijo UKC Maribor.;22.9.2011
344737;Panthol 120 mg tbl. 20x;A11HA31;kalcijev pantotenat;P100*;Samo za onkološke bolnike.;8.10.2010
427616;Ensure èokolada 250 ml ploèevinka;V06DB;Mašèobe, ogljikovi hidrati, proteini, minerali in vitamini, kombinacije;VC*;1. Za ambulantno zdravljene bolnike: - na podlagi Priporoèil za prehransko obravnavo bolnikov, objavljenih na spletnem naslovu: (http://www.mz.gov.si/fileadmin/mz.gov.si/pageuploads/javno_zdravje_09/Priporocila_za_prehransko_obravnavo_bolnikov.pdf), - za podhranjene osebe z motnjami hranjenja, ki imajo indeks telesne mase pod 17 kg/m2 na podlagi predpisa pooblašèenega psihiatra, - odrasle bolnike s cistièno fibrozo, èe je ITM manjši od 18,5 kg/m2 ali pa je prišlo v 2 mesecih do padca ITM za 5%, kadar zdravnik specialist ustrezne kliniène stroke v navedenih indikacijah, na osnovi v medicinski dokumentaciji dokumentirane strokovne prehranske obravnave ugotovi, da bolnik potrebuje dodaten enteralen vnos hranil zaradi beljakovinsko energijske podhranjenosti ali kaheksije, ker vnosa energije in posameznih hranil ni mogoèe zagotoviti z normalno prehrano. 2. Za ambulantno zdravljene otroke na osnovi izvida pediatra ustrezne specialnosti Pediatriène klinike UKC Ljubljana ali Kliniènega oddelka za pediatrijo UKC Maribor, kadar pediater ustrezne specialnosti na osnovi v medicinski dokumentaciji dokumentirane strokovne prehranske obravnave ugotovi, da bolnik potrebuje dodaten enteralni vnos hranil zaradi beljakovinsko energijske podhranjenosti ali kaheksije, ker vnosa energije in posameznih hranil ni mogoèe zagotoviti z normalno prehrano. Po treh mesecih od uvedbe enteralne prehrane je potrebno opraviti ponovno prehransko obravnavo pri specialistu ustrezne kliniène stroke oz. pediatru ustrezne specialnosti, ali pooblašèenem psihiatru, ki v novem izvidu, èe je prehranska podpora še potrebna, opredeli obdobje do naslednje prehranske obravnave. Osebni zdravnik lahko predpisuje enteralno prehrano na recept na podlagi izvida specialista ustrezne kliniène stroke, pediatra ustrezne specialnosti, ali pooblašèenega psihiatra za obdobje, navedeno v izvidu.;23.2.2015
427632;Ensure vanilija 250 ml ploèevinka;V06DB;Mašèobe, ogljikovi hidrati, proteini, minerali in vitamini, kombinacije;VC*;1. Za ambulantno zdravljene bolnike: - na podlagi Priporoèil za prehransko obravnavo bolnikov, objavljenih na spletnem naslovu: (http://www.mz.gov.si/fileadmin/mz.gov.si/pageuploads/javno_zdravje_09/Priporocila_za_prehransko_obravnavo_bolnikov.pdf), - za podhranjene osebe z motnjami hranjenja, ki imajo indeks telesne mase pod 17 kg/m2 na podlagi predpisa pooblašèenega psihiatra, - odrasle bolnike s cistièno fibrozo, èe je ITM manjši od 18,5 kg/m2 ali pa je prišlo v 2 mesecih do padca ITM za 5%, kadar zdravnik specialist ustrezne kliniène stroke v navedenih indikacijah, na osnovi v medicinski dokumentaciji dokumentirane strokovne prehranske obravnave ugotovi, da bolnik potrebuje dodaten enteralen vnos hranil zaradi beljakovinsko energijske podhranjenosti ali kaheksije, ker vnosa energije in posameznih hranil ni mogoèe zagotoviti z normalno prehrano. 2. Za ambulantno zdravljene otroke na osnovi izvida pediatra ustrezne specialnosti Pediatriène klinike UKC Ljubljana ali Kliniènega oddelka za pediatrijo UKC Maribor, kadar pediater ustrezne specialnosti na osnovi v medicinski dokumentaciji dokumentirane strokovne prehranske obravnave ugotovi, da bolnik potrebuje dodaten enteralni vnos hranil zaradi beljakovinsko energijske podhranjenosti ali kaheksije, ker vnosa energije in posameznih hranil ni mogoèe zagotoviti z normalno prehrano. Po treh mesecih od uvedbe enteralne prehrane je potrebno opraviti ponovno prehransko obravnavo pri specialistu ustrezne kliniène stroke oz. pediatru ustrezne specialnosti, ali pooblašèenem psihiatru, ki v novem izvidu, èe je prehranska podpora še potrebna, opredeli obdobje do naslednje prehranske obravnave. Osebni zdravnik lahko predpisuje enteralno prehrano na recept na podlagi izvida specialista ustrezne kliniène stroke, pediatra ustrezne specialnosti, ali pooblašèenega psihiatra za obdobje, navedeno v izvidu.;23.2.2015
427845;Glucerna vanilija 250 ml ploèevinka;V06DB;Mašèobe, ogljikovi hidrati, proteini, minerali in vitamini, kombinacije;VC*;1. Za ambulantno zdravljene bolnike s spremljajoèo sladkorno boleznijo: - na podlagi Priporoèil za prehransko obravnavo bolnikov, objavljenih na spletnem naslovu: (http://www.mz.gov.si/fileadmin/mz.gov.si/pageuploads/javno_zdravje_09/Priporocila_za_prehransko_obravnavo_bolnikov.pdf), - za podhranjene osebe z motnjami hranjenja, ki imajo indeks telesne mase pod 17 kg/m2 na podlagi predpisa pooblašèenega psihiatra, - odrasle bolnike s cistièno fibrozo, èe je ITM manjši od 18,5 kg/m2 ali pa je prišlo v 2 mesecih do padca ITM za 5%, kadar zdravnik specialist ustrezne kliniène stroke v navedenih indikacijah, na osnovi v medicinski dokumentaciji dokumentirane strokovne prehranske obravnave ugotovi, da bolnik potrebuje dodaten enteralen vnos hranil zaradi beljakovinsko energijske podhranjenosti ali kaheksije, ker vnosa energije in posameznih hranil ni mogoèe zagotoviti z normalno prehrano. 2. Za ambulantno zdravljene otroke s spremljajoèo sladkorno boleznijo na osnovi izvida pediatra ustrezne specialnosti Pediatriène klinike UKC Ljubljana ali Kliniènega oddelka za pediatrijo UKC Maribor, kadar pediater ustrezne specialnosti na osnovi v medicinski dokumentaciji dokumentirane strokovne prehranske obravnave ugotovi, da bolnik potrebuje dodaten enteralni vnos hranil zaradi beljakovinsko energijske podhranjenosti ali kaheksije, ker vnosa energije in posameznih hranil ni mogoèe zagotoviti z normalno prehrano. Po treh mesecih od uvedbe enteralne prehrane je potrebno opraviti ponovno prehransko obravnavo pri specialistu ustrezne kliniène stroke oz. pediatru ustrezne specialnosti, ali pooblašèenem psihiatru, ki v novem izvidu, èe je prehranska podpora še potrebna, opredeli obdobje do naslednje prehranske obravnave. Osebni zdravnik lahko predpisuje enteralno prehrano na recept na podlagi izvida specialista ustrezne kliniène stroke, pediatra ustrezne specialnosti, ali pooblašèenega psihiatra za obdobje, navedeno v izvidu.;23.2.2015
600016;Natrijev hidrogenkarbonat kaps. 500 mg (Lekarna Ljubljana) 100x;A02AH;Antacidi z natrijevim hidrogenkarbonatom;P70;;1.6.2012
600024;Klindamicin 1% dermal.razt. (Gorenjske lekarne) 30 g;D10AF01;klindamicin;P70;;1.6.2012
600040;Pasta s cinkovim oksidom 35 g (Celjske lekarne);D09AB;Cinkovi povoji;V;;4.5.2010
600067;Cinkova pasta 25 g (Dolenjske lekarne);D09AB;Cinkovi povoji;V;;4.5.2010
600075;Cinkova pasta 35 g (Lekrane Ljubljana);D09AB;Cinkovi povoji;V;;4.5.2010
600083;Fiziološka razt. za nos 20 ml (Obalne lekarne Koper);R01AX;Druga zdravila za bolezni nosne sluznice;V*;Samo za otroke do dopolnjenega tretjega leta starosti.;4.5.2010
600091;Fiziološka razt. za nos 20 ml (Celjske lekarne);R01AX;Druga zdravila za bolezni nosne sluznice;V*;Samo za otroke do dopolnjenega tretjega leta starosti.;4.5.2010
600105;Fiziološka razt. za nos 20 ml (Dolenjske lekarne);R01AX;Druga zdravila za bolezni nosne sluznice;V*;Samo za otroke do dopolnjenega tretjega leta starosti.;4.5.2010
600121;Fiziološka razt. za nos 20 ml (Gorenjske lekarne);R01AX;Druga zdravila za bolezni nosne sluznice;V*;Samo za otroke do dopolnjenega tretjega leta starosti.;4.5.2010
600130;Fiziološka razt. za nos 20 ml (Lekarne Ljubljana);R01AX;Druga zdravila za bolezni nosne sluznice;V*;Samo za otroke do dopolnjenega tretjega leta starosti.;4.5.2010
600148;Fiziološka razt. za nos 20 ml - MARINASE (Mariborske lekarne);R01AX;Druga zdravila za bolezni nosne sluznice;V*;Samo za otroke do dopolnjenega tretjega leta starosti.;4.5.2010
600156;Glicerinske sveèke za odrasle (Obalne lekarne Koper) 10x;A06AX01;glicerol;V*;Samo za nepokretne bolnike, ki ne morejo uživati hrane in so na parenteralni prehrani.;4.5.2010
600164;Glicerinske sveèke za odrasle (Galex d.d.) 10x;A06AX01;glicerol;V*;Samo za nepokretne bolnike, ki ne morejo uživati hrane in so na parenteralni prehrani.;4.5.2010
600172;Glicerinske sveèke za odrasle (Celjske lekarne) 10x;A06AX01;glicerol;V*;Samo za nepokretne bolnike, ki ne morejo uživati hrane in so na parenteralni prehrani.;4.5.2010
600270;Glicerinske sveèke za odrasle (Dolenjske lekarne) 10x;A06AX01;glicerol;V*;Samo za nepokretne bolnike, ki ne morejo uživati hrane in so na parenteralni prehrani.;4.5.2010
600300;Glicerinske sveèke za odrasle (Gorenjske lekarne) 10x;A06AX01;glicerol;V*;Samo za nepokretne bolnike, ki ne morejo uživati hrane in so na parenteralni prehrani.;4.5.2010
600415;PILOKARPIN MAZILO ZA OÈI 2% 5 g;S01EB01;pilokarpin;P70;;1.6.2012
600440;Glicerinske sveèke za odrasle (Lekarne Ljubljana) 10x;A06AX01;glicerol;V*;Samo za nepokretne bolnike, ki ne morejo uživati hrane in so na parenteralni prehrani.;4.5.2010
600458;Glicerinske sveèke za odrasle (Mariborske lekarne) 10x;A06AX01;glicerol;V*;Samo za nepokretne bolnike, ki ne morejo uživati hrane in so na parenteralni prehrani.;4.5.2010
600466;Glicerinske sveèke za otroke (Obalne lekarne Koper) 10x;A06AX01;glicerol;V;;4.5.2010
600474;Glicerinske sveèke za otroke (Galex d.d.) 10x;A06AX01;glicerol;V;;4.5.2010
600482;Glicerinske sveèke za otroke (Celjske lekarne) 10x;A06AX01;glicerol;V;;4.5.2010
